date,open,high,low,close,volume,adjclose,dividends,splits
2021-01-08,7250.0,7275.0,7125.0,7175.0,24667000,6099.34716796875,0.0,0.0
2021-01-11,7175.0,7350.0,7100.0,7200.0,25591700,6120.5986328125,0.0,0.0
2021-01-12,7250.0,7275.0,7100.0,7100.0,20896700,6035.5908203125,0.0,0.0
2021-01-13,7200.0,7200.0,7000.0,7025.0,28188400,5971.833984375,0.0,0.0
2021-01-14,7025.0,7075.0,7000.0,7000.0,27720000,5950.5810546875,0.0,0.0
2021-01-15,7000.0,7050.0,6925.0,6950.0,18780400,5908.0771484375,0.0,0.0
2021-01-18,6950.0,7525.0,6900.0,7500.0,44943900,6375.62353515625,0.0,0.0
2021-01-19,7800.0,8000.0,7525.0,7575.0,108575300,6439.37890625,0.0,0.0
2021-01-20,7600.0,7675.0,7325.0,7400.0,34817000,6290.61572265625,0.0,0.0
2021-01-21,7400.0,7500.0,7325.0,7325.0,16702700,6226.85888671875,0.0,0.0
2021-01-22,7375.0,7400.0,7225.0,7275.0,14718800,6184.3544921875,0.0,0.0
2021-01-25,7275.0,7325.0,7025.0,7250.0,17025000,6163.1025390625,0.0,0.0
2021-01-26,7275.0,7475.0,7175.0,7250.0,17948000,6163.1025390625,0.0,0.0
2021-01-27,7325.0,7350.0,7050.0,7125.0,14628000,6056.84228515625,0.0,0.0
2021-01-28,7100.0,7175.0,6925.0,7075.0,20723700,6014.337890625,0.0,0.0
2021-01-29,7075.0,7225.0,6900.0,6925.0,36432100,5886.826171875,0.0,0.0
2021-02-01,6900.0,7100.0,6800.0,7025.0,15324400,5971.833984375,0.0,0.0
2021-02-02,7100.0,7125.0,6950.0,7000.0,11678200,5950.5810546875,0.0,0.0
2021-02-03,7100.0,7325.0,7000.0,7175.0,16730800,6099.34716796875,0.0,0.0
2021-02-04,7250.0,7325.0,7175.0,7300.0,17606900,6205.60693359375,0.0,0.0
2021-02-05,7325.0,7350.0,7200.0,7225.0,11295000,6141.85009765625,0.0,0.0
2021-02-08,7225.0,7250.0,7100.0,7100.0,14010900,6035.5908203125,0.0,0.0
2021-02-09,7150.0,7175.0,7025.0,7100.0,10394200,6035.5908203125,0.0,0.0
2021-02-10,7150.0,7150.0,7025.0,7150.0,6019200,6078.09423828125,0.0,0.0
2021-02-11,7175.0,7175.0,7100.0,7175.0,3700200,6099.34716796875,0.0,0.0
2021-02-15,7175.0,7175.0,7025.0,7050.0,8252200,5993.0859375,0.0,0.0
2021-02-16,7100.0,7100.0,7000.0,7025.0,11529000,5971.833984375,0.0,0.0
2021-02-17,7000.0,7100.0,6975.0,7100.0,6980200,6035.5908203125,0.0,0.0
2021-02-18,7075.0,7100.0,6975.0,6975.0,11085900,5929.330078125,0.0,0.0
2021-02-19,6975.0,6975.0,6900.0,6950.0,8791400,5908.0771484375,0.0,0.0
2021-02-22,6975.0,7000.0,6875.0,6875.0,14949100,5844.32080078125,0.0,0.0
2021-02-23,6900.0,6925.0,6800.0,6850.0,12860600,5823.0693359375,0.0,0.0
2021-02-24,6850.0,6950.0,6850.0,6850.0,10340700,5823.0693359375,0.0,0.0
2021-02-25,6850.0,6900.0,6750.0,6775.0,14021800,5759.3134765625,0.0,0.0
2021-02-26,6750.0,7000.0,6675.0,7000.0,26873400,5950.5810546875,0.0,0.0
2021-03-01,7000.0,7000.0,6800.0,6825.0,13054100,5801.81787109375,0.0,0.0
2021-03-02,6825.0,6850.0,6725.0,6825.0,17348900,5801.81787109375,0.0,0.0
2021-03-03,6825.0,6900.0,6775.0,6875.0,8276700,5844.32080078125,0.0,0.0
2021-03-04,6875.0,6875.0,6725.0,6725.0,10778200,5716.80859375,0.0,0.0
2021-03-05,6700.0,6750.0,6675.0,6725.0,6029300,5716.80859375,0.0,0.0
2021-03-08,6800.0,6800.0,6625.0,6650.0,10141900,5653.05322265625,0.0,0.0
2021-03-09,6700.0,6700.0,6475.0,6550.0,18687300,5568.0439453125,0.0,0.0
2021-03-10,6575.0,6625.0,6525.0,6575.0,6458000,5589.296875,0.0,0.0
2021-03-12,6575.0,6700.0,6575.0,6700.0,6978300,5695.5576171875,0.0,0.0
2021-03-15,6700.0,6725.0,6575.0,6575.0,12546500,5589.296875,0.0,0.0
2021-03-16,6575.0,6650.0,6525.0,6550.0,12107300,5568.0439453125,0.0,0.0
2021-03-17,6550.0,6600.0,6475.0,6475.0,10231700,5504.28857421875,0.0,0.0
